"parametro","media"
"alpha",2.81941348817369
"beta_temp",0.095656605018625
"beta_hr",0.0313047407484612
"beta_sen",0.350650749314797
"beta_cos",0.172043073065758
"sigma",0.424108142957653
"DIC",2942.61218910804
"pseudo_R2",0.313343030106176
