"parametro","media"
"alpha",2.82678128842671
"beta_temp",0.0837127288646597
"beta_hr",0.0201409399729342
"beta_sen",0.326252887524749
"beta_cos",0.185376066715421
"beta_lat",-0.0886135701573424
"beta_lon",0.00412145109119848
"sigma",0.415810554213503
"DIC",2841.55520428595
"pseudo_R2",0.340708180992668
