"name","name_1","lon","lat","pm25_mean","pm25_sd","pm25_q2.5","pm25_q97.5"
"Jaltenco","México",-99.0889302302855,19.7387167303917,17.0334976023041,1.02976611291487,16.0911657055719,18.0279250960315
"Jilotepec","México",-99.5965692940081,20.0191028817504,17.6321929168185,1.03885213220466,16.3940598034933,19.0085985403971
"Jilotzingo","México",-99.3904369658594,19.5060472097115,17.8104328222806,1.03422110407195,16.6645516447366,19.0442689721296
"Jiquipilco","México",-99.6416035227432,19.5860372328474,17.6403514056926,1.03867234601455,16.4058542809771,19.0073668036519
"Jocotitlán","México",-99.8234783630356,19.7173348780185,17.6333628269397,1.0388652690638,16.3949255036701,19.0108708518047
"Joquicingo","México",-99.5144815102683,19.0675669920083,17.6420076662632,1.03845731671456,16.4147038520702,19.006087159296
"Juchitepec","México",-98.9040824368945,19.0935939337624,17.7890141324231,1.03704321437811,16.5949755705708,19.1305876654038
"La Paz","México",-98.947698571052,19.3610186169227,19.3764537127842,1.02242677907407,18.5347293937071,20.2606493770491
"Lerma","México",-99.4748581860969,19.3450740541521,17.6548959330651,1.03683111162894,16.4627486561162,18.9582545501203
"Luvianos","México",-100.406484517151,18.940817941276,17.63281880326,1.03888056368394,16.3939122050264,19.0111958078241
"Malinalco","México",-99.4856424500741,18.8819180405939,17.6358834924485,1.03877641671626,16.4006431289338,19.0109877184597
"Melchor Ocampo","México",-99.1335471051927,19.709650133969,17.4635945515684,1.03077333492309,16.4466709523879,18.5297919353968
"Metepec","México",-99.5883660568185,19.2473854569242,17.6389026224378,1.03842721206758,16.4129076155007,18.9998660368294
"Mexicaltzingo","México",-99.5840223991634,19.2112474700394,17.6388887350407,1.03845329463641,16.4121191269983,19.0013682642138
"Morelos","México",-99.6417698962178,19.74343802802,17.6367736209968,1.03877512742958,16.4001259707625,19.0088784821656
"Naucalpan de Juárez","México",-99.2926053942304,19.4712531456005,18.0687972069217,1.02633789262414,17.1744727942528,19.0021914537374
"Nextlalpan","México",-99.0745243874789,19.7299417643226,17.0034964937939,1.02924022084582,16.0823980725332,17.9792157902652
"Nezahualcóyotl","México",-99.0226995164195,19.4225786547758,17.2924298946084,1.01867086564487,16.6464441887373,17.9327430095757
"Nicolás Romero","México",-99.3917279339293,19.6249704994422,17.7831401236048,1.03594465051666,16.6036686778051,19.0652957514095
"Nopaltepec","México",-98.7170891235639,19.812314331908,17.4684147674522,1.0373477080224,16.2704182897248,18.7956667386532
"Ocoyoacac","México",-99.4066406590913,19.2594662306813,17.6762849517403,1.03495702308657,16.5202874531153,18.9211375142106
"Ocuilan","México",-99.3964162925341,19.0092340959872,17.6537411073177,1.03816317920248,16.4319289432414,19.0087263372931
"Otumba","México",-98.7383925938149,19.6560195066617,17.5442732326934,1.03724541536946,16.3458670649909,18.8599041053813
"Otzoloapan","México",-100.318947170393,19.1080300580814,17.6328194730846,1.03888052750193,16.3939142926836,19.0111950121527
"Otzolotepec","México",-99.5272923727626,19.4506351303253,17.6581209215957,1.03780836971526,16.4438644891649,18.9837337721279
"Ozumba","México",-98.8096234485238,19.0218876581789,17.6731451846761,1.03842211068951,16.4472166734143,19.0348284436631
"Papalotla","México",-98.8578597022909,19.5598818970068,17.593945902312,1.03326161530614,16.5113673494578,18.7651526907413
"Polotitlán","México",-99.8316784000178,20.2240779086716,17.6327978259775,1.03887991084917,16.3939089659048,19.0111284315826
"Rayón","México",-99.5670751042103,19.1388795877776,17.6392963195551,1.03850182346625,16.411350974578,19.0043087430561
"San Antonio la Isla","México",-99.5512864809302,19.168882468547,17.6411817565293,1.03835526295326,16.41576059822,19.0007328216512
"San Felipe del Progreso","México",-99.9825233502568,19.6532170385678,17.6329130475317,1.03887764786698,16.3941007989262,19.0111333917007
"San José del Rincón","México",-100.14533050677,19.6195971648677,17.6328318474632,1.03888012879656,16.3939397288676,19.0111861816153
"San Martín de las Pirámides","México",-98.8321945827007,19.7197713002403,17.2332706275474,1.03435419154323,16.136200082618,18.4230646553942
"San Mateo Atenco","México",-99.5396880090695,19.2655303477155,17.6432813727096,1.03803323305717,16.424492464687,18.988906532339
"San Simón de Guerrero","México",-100.036871728664,18.9800548192987,17.6328336174134,1.03887975516945,16.3939599537107,19.0111812656925
"Santo Tomás","México",-100.299812912886,19.1796879510411,17.6328199195161,1.03888050512587,16.3939155837102,19.0111944811979
"Soyaniquilpan de Juárez","México",-99.513874376978,20.0518053459448,17.6303997825778,1.038830570345,16.3928366131185,19.0051368998746
"Sultepec","México",-99.989203379007,18.7346210152621,17.6328255764827,1.03888026372711,16.3939312695609,19.0111925404441
"Tecámac","México",-98.9865078455854,19.705836506252,16.8717579695574,1.02857159512588,15.9788466653345,17.8030213764723
"Tejupilco","México",-100.213091337282,18.8737972437647,17.6328198625086,1.03888050838743,16.3939155226179,19.0111948865178
"Temamatla","México",-98.8837773222667,19.1889326172339,17.9990429018413,1.03516267523732,16.8337093990907,19.2965579403595
"Temascalapa","México",-98.8810687211539,19.8191207392386,16.3931241579218,1.02922691785823,15.4614555432339,17.3147819650574
"Temascalcingo","México",-100.037004860334,19.9212574281481,17.6328326097392,1.03888005803597,16.3939409573697,19.0111791305358
"Temascaltepec","México",-99.9965947851722,19.0813623444684,17.6328537298877,1.03887855590531,16.3940280888203,19.0111551516326
