"parametro","media"
"alpha",2.81959773555479
"beta_temp",0.0955437945183004
"beta_hr",0.0311619953454783
"beta_sen",0.350597095570763
"beta_cos",0.171760755468946
"sigma",0.424061030781556
"DIC",2942.5832516251
"pseudo_R2",0.313754757984383
