"parametro","media"
"alpha",2.82940331196528
"beta_temp",0.102507188291712
"beta_hr",0.0446534049001141
"beta_sen",0.333439935126766
"beta_cos",0.210704063121878
"sigma",0.405735347841242
"sigma_alphaj",0.134361569035709
"DIC",2723.39980389268
"pseudo_R2",0.374674293446955
