"parametro","media"
"alpha_adj",2.82954279290085
"beta_temp",0.104971548468824
"beta_hr",0.0465426342384576
"beta_sen",0.333411758340424
"beta_cos",0.21461627484992
"sigma",0.405801757798815
"DIC",2723.83558652868
"pseudo_R2",0.374544568295775
