"parametro","media"
"alpha",2.9081787023459
"beta_temp",0.0270582934861943
"beta_hr",0.00378684906892908
"beta_sen",0.311466655082361
"beta_cos",0.189855572014978
"a",6.62467851068011
"DIC",17636.5687497323
"pseudo_R2_log",0.310139700934829
